"","llr","test","model"
"1",0.2509425677212,"BM_OU","BM"
"2",3.04974334797365,"BM_OU","BM"
"3",2.8421709430404e-14,"BM_OU","BM"
"4",1.82067004021555,"BM_OU","BM"
"5",0.575172422554054,"BM_OU","BM"
"6",0.103871706192734,"BM_OU","BM"
"7",2.48689957516035e-14,"BM_OU","BM"
"8",2.50554940708241,"BM_OU","BM"
"9",2.22949921318622,"BM_OU","BM"
"10",0.0328062286676669,"BM_OU","BM"
"11",1.12667910541197,"BM_OU","BM"
"12",1.0198803518786,"BM_OU","BM"
"13",4.2632564145606e-14,"BM_OU","BM"
"14",0.243493711637154,"BM_OU","BM"
"15",0.855133973894553,"BM_OU","BM"
"16",0.30142033815703,"BM_OU","BM"
"17",1.83388927192241,"BM_OU","BM"
"18",2.72234021364837,"BM_OU","BM"
"19",1.04156345929341,"BM_OU","BM"
"20",1.24059724480587,"BM_OU","BM"
"21",1.76297535291606,"BM_OU","BM"
"22",4.46754105700288,"BM_OU","BM"
"23",1.14058346050758,"BM_OU","BM"
"24",0.991047466296877,"BM_OU","BM"
"25",3.24405558642334,"BM_OU","BM"
"26",7.105427357601e-15,"BM_OU","BM"
"27",0.0539581706470429,"BM_OU","BM"
"28",0.833821189531079,"BM_OU","BM"
"29",0.146864912276094,"BM_OU","BM"
"30",4.04299893361535,"BM_OU","BM"
"31",2.02931684600307,"BM_OU","BM"
"32",3.90798504668055e-14,"BM_OU","BM"
"33",2.1316282072803e-14,"BM_OU","BM"
"34",2.1316282072803e-14,"BM_OU","BM"
"35",1.0987941529418,"BM_OU","BM"
"36",1.52378266244758,"BM_OU","BM"
"37",4.9737991503207e-14,"BM_OU","BM"
"38",3.45349031390575,"BM_OU","BM"
"39",2.16734868672673,"BM_OU","BM"
"40",4.84177822593607,"BM_OU","BM"
"41",3.80007954849818,"BM_OU","BM"
"42",3.5527136788005e-14,"BM_OU","BM"
"43",2.1316282072803e-14,"BM_OU","BM"
"44",5.83493832885671,"BM_OU","BM"
"45",0.00513045951750257,"BM_OU","BM"
"46",4.2632564145606e-14,"BM_OU","BM"
"47",2.1316282072803e-14,"BM_OU","BM"
"48",2.1316282072803e-14,"BM_OU","BM"
"49",0.652124786482119,"BM_OU","BM"
"50",4.30568718053639,"BM_OU","BM"
"51",2.8421709430404e-14,"BM_OU","BM"
"52",0.161784939603564,"BM_OU","BM"
"53",1.4210854715202e-14,"BM_OU","BM"
"54",2.39815428809928,"BM_OU","BM"
"55",2.1316282072803e-14,"BM_OU","BM"
"56",2.09857488856662,"BM_OU","BM"
"57",0.748246226826026,"BM_OU","BM"
"58",2.86888518774577,"BM_OU","BM"
"59",0.0389887634712736,"BM_OU","BM"
"60",2.04922700859988,"BM_OU","BM"
"61",0.758259866868855,"BM_OU","BM"
"62",2.15770173166514,"BM_OU","BM"
"63",1.38357395937172,"BM_OU","BM"
"64",3.5527136788005e-14,"BM_OU","BM"
"65",2.06579201569917,"BM_OU","BM"
"66",0.659634411756059,"BM_OU","BM"
"67",0.427395284025074,"BM_OU","BM"
"68",2.247266025216,"BM_OU","BM"
"69",0.00376380316689051,"BM_OU","BM"
"70",6.4653322343863,"BM_OU","BM"
"71",0.00470890638741395,"BM_OU","BM"
"72",3.07207395473049,"BM_OU","BM"
"73",2.1316282072803e-14,"BM_OU","BM"
"74",5.30578820318537,"BM_OU","BM"
"75",0.392499369327979,"BM_OU","BM"
"76",1.10430231068321,"BM_OU","BM"
"77",0.32339023116586,"BM_OU","BM"
"78",3.5527136788005e-14,"BM_OU","BM"
"79",0.349787643109238,"BM_OU","BM"
"80",2.48689957516035e-14,"BM_OU","BM"
"81",2.95348855235116,"BM_OU","BM"
"82",5.80768305359092,"BM_OU","BM"
"83",3.5527136788005e-14,"BM_OU","BM"
"84",4.2632564145606e-14,"BM_OU","BM"
"85",0.647747490912391,"BM_OU","BM"
"86",0.288895704793017,"BM_OU","BM"
"87",0.444284709850599,"BM_OU","BM"
"88",0.000107714359600664,"BM_OU","BM"
"89",3.5527136788005e-14,"BM_OU","BM"
"90",1.40559747638377,"BM_OU","BM"
"91",3.90798504668055e-14,"BM_OU","BM"
"92",1.1152957174756,"BM_OU","BM"
"93",1.59326407982606,"BM_OU","BM"
"94",6.03961325396085e-14,"BM_OU","BM"
"95",3.5527136788005e-14,"BM_OU","BM"
"96",4.57095009812403,"BM_OU","BM"
"97",0.353647033935147,"BM_OU","BM"
"98",0.509588256672103,"BM_OU","BM"
"99",0.0511701593328695,"BM_OU","BM"
"100",0.0929050990943381,"BM_OU","BM"
"101",3.16111808638416,"BM_OU","BM"
"102",0.546959305071287,"BM_OU","BM"
"103",0.97886164946383,"BM_OU","BM"
"104",2.3944267968617,"BM_OU","BM"
"105",0.460908892129467,"BM_OU","BM"
"106",4.9737991503207e-14,"BM_OU","BM"
"107",1.04810334109023,"BM_OU","BM"
"108",4.71640529939041,"BM_OU","BM"
"109",0.116798800510129,"BM_OU","BM"
"110",0.82310753337584,"BM_OU","BM"
"111",1.29259085095262,"BM_OU","BM"
"112",0.178971356054547,"BM_OU","BM"
"113",4.2632564145606e-14,"BM_OU","BM"
"114",1.85889107858799,"BM_OU","BM"
"115",1.77175544648244,"BM_OU","BM"
"116",2.29297167251092,"BM_OU","BM"
"117",4.2632564145606e-14,"BM_OU","BM"
"118",0.00145076102343467,"BM_OU","BM"
"119",2.18228009035013,"BM_OU","BM"
"120",6.2520817455985,"BM_OU","BM"
"121",0.518263917150684,"BM_OU","BM"
"122",0.315859841804425,"BM_OU","BM"
"123",1.81804397934189,"BM_OU","BM"
"124",1.21265970435758,"BM_OU","BM"
"125",2.1316282072803e-14,"BM_OU","BM"
"126",0.163396703067793,"BM_OU","BM"
"127",0.011903966164148,"BM_OU","BM"
"128",0.274541292608426,"BM_OU","BM"
"129",3.49577130578392,"BM_OU","BM"
"130",0.257004428876229,"BM_OU","BM"
"131",0.0872157148268542,"BM_OU","BM"
"132",0.121873303439205,"BM_OU","BM"
"133",1.4210854715202e-14,"BM_OU","BM"
"134",3.5527136788005e-14,"BM_OU","BM"
"135",7.04212703701998,"BM_OU","BM"
"136",1.4210854715202e-14,"BM_OU","BM"
"137",1.60092115930708,"BM_OU","BM"
"138",0.0719127885361814,"BM_OU","BM"
"139",1.4210854715202e-14,"BM_OU","BM"
"140",0.00676621986208303,"BM_OU","BM"
"141",3.05348740693132,"BM_OU","BM"
"142",1.02721717162118,"BM_OU","BM"
"143",0.890148340507782,"BM_OU","BM"
"144",3.5527136788005e-14,"BM_OU","BM"
"145",0.152933854208207,"BM_OU","BM"
"146",2.55833416586941,"BM_OU","BM"
"147",5.85763905674664,"BM_OU","BM"
"148",2.48689957516035e-14,"BM_OU","BM"
"149",3.5527136788005e-14,"BM_OU","BM"
"150",2.1316282072803e-14,"BM_OU","BM"
"151",0.170114267337134,"BM_OU","BM"
"152",2.8421709430404e-14,"BM_OU","BM"
"153",0.245198546542213,"BM_OU","BM"
"154",0.206030470509894,"BM_OU","BM"
"155",0.223550067019925,"BM_OU","BM"
"156",2.48263433912219,"BM_OU","BM"
"157",1.4210854715202e-14,"BM_OU","BM"
"158",0.117639415078472,"BM_OU","BM"
"159",1.07451012287492,"BM_OU","BM"
"160",0.699902140122152,"BM_OU","BM"
"161",0.461540678334174,"BM_OU","BM"
"162",5.49522580199542,"BM_OU","BM"
"163",0.798744030557327,"BM_OU","BM"
"164",2.1316282072803e-14,"BM_OU","BM"
"165",0.602560166047624,"BM_OU","BM"
"166",1.77635683940025e-14,"BM_OU","BM"
"167",2.8421709430404e-14,"BM_OU","BM"
"168",2.1316282072803e-14,"BM_OU","BM"
"169",1.63388982732329,"BM_OU","BM"
"170",3.09178665864419,"BM_OU","BM"
