"","strain","rep","beta","alpha","std_dev","AIC","N.obs","beta.sd","alpha.sd","z.sd","mttf","mttf.sd","sd.ttf","sd.ttf.sd"
"73","KBS0722",1,6.97200907944259,0.373203905951593,0.940677170517635,136.343782333159,48,3.88898059414759,0.0471123464988139,0.0960125790775574,28.3922099480258,5.03786547652457,100.398771926394,12056.9882323749
"74","KBS0722",2,1.77028099520983,0.266951114559207,0.966653219991871,138.964508131064,48,1.60961802551278,0.0425389508080163,0.0986550965730261,29.1927639234358,3.71094142928347,205.925294828452,80802.2413069989
"75","KBS0722",3,2.92764247377918,0.302276493297535,1.0367058760657,145.681515823677,48,2.38612932728107,0.0470803538892348,0.105803749422472,26.2125207737323,4.20980668348847,139.47187148835,33468.1998062606
"76","KBS0722",4,2.20415222366699,0.301725244735672,1.19214679395231,155.901918323045,47,2.07776429147327,0.0514727647255546,0.12295925957223,19.8953600844445,4.21995302615814,106.273083353327,22412.0622582994
"77","KBS0724",1,8.95703517463506,0.489957354733044,1.04024046437729,143.083404412554,47,2.93533355988782,0.0380788713301497,0.107301681127682,18.6108571224495,3.37453836776788,42.8228877984111,1302.80512632424
"78","KBS0724",2,8.17783656610518,0.473974737399186,0.897517816228768,129.219799498386,47,2.50935182850617,0.0338430276714976,0.0925673543783508,18.1425571652314,2.9730649487987,43.7831512558809,1272.23163131397
"79","KBS0724",3,12.4538294752803,0.541552768383641,0.888018526649462,128.216648903807,47,3.12900724547016,0.0348054640764103,0.091591945968499,21.7217205825072,3.27249960804223,43.5647214644899,1043.12410956769
"80","KBS0724",4,7.05530468487364,0.473931378184008,1.02896822601535,142.063746916409,47,2.4116096598154,0.0364593870873788,0.106131314136796,15.6551331621151,2.93491520670739,37.7853169680418,1052.95837559839
"81","KBS0725",1,12.1418678942695,0.674024199105972,1.3484189901913,164.042214747553,46,3.3004679529526,0.0499564261234368,0.140586860760272,15.9569601503854,3.12775224951466,24.3804691504716,358.162771564151
"82","KBS0725",2,18.4931963167587,0.761454161045611,1.30700410342094,167.92601582475,48,4.12074379428488,0.0515276089305522,0.133384899612035,21.7498443400937,3.68184135204595,28.9348531573036,420.503830508175
"83","KBS0725",3,14.0594773951975,0.723898988018977,1.44310157520879,173.854103369557,47,3.60865182200917,0.0521809286486862,0.14885600752606,17.2550826231169,3.33122354818172,24.2883334653416,337.635526959422
"84","KBS0725",4,12.787801663052,0.709803798875661,1.52293157583265,182.599285166462,48,3.44650849452064,0.0524898882174313,0.155433505660267,15.9768820193956,3.21933839301853,22.9963553991608,316.800760665973
"85","KBS0727",1,1.09000979964027,0.370965029560497,1.1593231091073,115.673672542194,35,0.745584553808545,0.0450367212931914,0.138567296849014,4.52315763714004,1.38905638460335,16.1652998850306,377.759028932369
"86","KBS0727",2,6.42929131706983,0.549059774995095,1.534406739466,164.853040590854,43,2.8101490421138,0.0567887833318077,0.165447911519817,10.9743821444982,3.05709113338401,21.6133825497317,444.042645348118
"87","KBS0727",3,15.2803632440957,0.700132202227439,1.55308617833511,206.794868860032,54,4.82710415946925,0.0639337450125208,0.149439246880784,19.3387608484772,4.43696456571996,28.2753527832346,564.079799453017
"88","KBS0727",4,11.7408272585699,0.651917900831077,1.47548602451037,157.863991030497,42,3.723766234533,0.0556642670773809,0.160993872854165,15.9889511950846,3.57869204038792,25.4091680412025,452.761728186609
"89","KBS0801",1,29.7891035531029,0.570577044545184,0.737163208230488,104.031480288361,44,7.36617827945154,0.0459121358085297,0.0785816825617268,48.0142360244261,6.45394913909557,89.9539294667851,4486.13994703817
"90","KBS0801",2,25.2763669986262,0.556695269061455,0.714669096416174,101.305617272967,44,6.18000830915431,0.0421494952548092,0.0761822115670171,42.2446636085225,5.61454459497553,81.7072759253705,3637.75715087055
"91","KBS0801",3,25.7926393860597,0.552683274659608,0.913459414453118,122.905659629987,44,8.28971366429133,0.0553871358404692,0.0973676226656037,43.5832807139715,7.48394941894824,85.0968299698213,5189.21831792699
"92","KBS0801",4,63.8108738947654,0.693004534867913,1.0278008755366,130.391115222109,43,18.369884507518,0.0844714513550096,0.110822584512392,81.5588734865177,14.0787476965047,120.659447439979,9794.58314579272
"93","KBS0802",1,5.39610015149686,0.421948262366496,1.62790665527564,257.630085480631,66,2.96491309339453,0.049392556626341,0.141679387334689,15.5806242058288,4.06639828731287,44.869089592951,2370.40689107267
"94","KBS0802",2,4.53349150417438,0.403696629259194,1.75262067269996,267.363918495918,66,2.87532512339596,0.0527105373149599,0.152550864631758,14.6919379694241,4.2106861930834,45.4484991476156,2797.95132217731
"95","KBS0802",3,6.67404044411606,0.43959634009492,1.64865822790301,259.299993057265,66,3.51985485250037,0.0516225980624909,0.14348887620846,17.4505931919481,4.51031249085025,47.1345073393082,2521.00774921507
"96","KBS0802",4,6.0377456602531,0.43293604745193,1.77044853901695,264.718465470923,65,3.53179663924857,0.0551283038142257,0.155285462389708,16.3675031842986,4.6646436318768,45.2665466500493,2573.9126976006
"97","KBS0812",1,371965.028964471,0.14380298946887,0.326389599407055,46.1062210614366,67,8.8338447988573e-10,0.0156776635154594,0.0281947036147968,1708795261.99231,2603286668.37717,97101826059.5313,3.9432138220053e+20
"98","KBS0812",2,26548.1744631926,0.603337245534116,0.324409883127733,45.2861663516648,67,6.7185643644563e-07,0.114237421992994,0.0280251951755598,39657.6596473778,9677.34501607421,69241.4259102898,696527850.29347
"99","KBS0812",3,24238.5156067062,0.52957739209423,0.373588000643459,64.2057887219245,67,5.48143912606781e-07,0.0960358432324981,0.032271407406476,43838.5609003892,13175.4877832576,90589.3244152001,1091669317.05809
"100","KBS0812",4,14042242752.4615,0.0982795570669198,0.413164896342344,77.6231337470129,67,6.47615232002e-15,0.0160874119056243,0.0357203758764844,77023514767236224,303819218798903808,37220416977719074816,6.76951384717639e+37
