	strain	rep	beta	alpha	std_dev	AIC	N.obs	mean_days_death	sd_days_death	CI025_mean_days_death	CI975_mean_days_death	half_life
70	KBS0721	2	0.0841743441752453	0.24240160597916	1.2605961927689	227.16458298148498	67	2.4442969874239933	22.011003869258857	0.28294027814672484	21.1160736882847	0.018557670214663292
71	KBS0721	3	0.0115126004155363	0.20937339450120698	1.2602927290298898	227.135669419342	67	0.9473181259082214	12.983121122955573	0.03558456175849487	25.21912838957562	0.001999544149457128
72	KBS0721	4	0.171264891451397	0.265117240079671	1.34960767553099	236.314149363414	67	2.932468920065804	21.033397921601374	0.5264245997175404	16.3354333588628	0.04298088258233828
73	KBS0722	1	6.972009079442589	0.3732039059515929	0.940677170517635	136.343782333159	48	28.392209948025915	100.39877192639504	10.440950316843107	77.207300223656	2.6112575562941953
74	KBS0722	2	1.7702809952098302	0.266951114559207	0.9666532199918709	138.964508131064	48	29.192763923435834	205.92529482845262	3.9682977814887614	214.7564301915204	0.4485116346613955
75	KBS0722	3	2.92764247377918	0.302276493297535	1.0367058760657	145.68151582367702	48	26.212520773732464	139.47187148835158	5.818084277062236	118.09664703934055	0.8708275100601336
76	KBS0722	4	2.20415222366699	0.30172524473567197	1.19214679395231	155.901918323045	47	19.895360084444693	106.27308335332823	4.320397284501	91.61781355379044	0.6541745121646032
77	KBS0724	1	8.957035174635061	0.48995735473304397	1.04024046437729	143.083404412554	47	18.610857122449474	42.822887798410925	9.639897901626316	35.930256354042335	4.2392595544919045
78	KBS0724	2	8.17783656610518	0.47397473739918605	0.8975178162287679	129.219799498386	47	18.142557165231317	43.783151255880746	9.100355853358385	36.16917687589284	3.7740640362279603
79	KBS0724	3	12.453829475280301	0.541552768383641	0.888018526649462	128.216648903807	47	21.721720582507213	43.56472146448989	12.242649100170487	38.54011833582218	6.329660597296712
80	KBS0724	4	7.055304684873639	0.473931378184008	1.0289682260153499	142.063746916409	47	15.655133162115156	37.785316968041926	7.851936304666916	31.213089970927136	3.255786266861613
81	KBS0725	1	12.1418678942695	0.674024199105972	1.3484189901913	164.042214747553	46	15.956960150385333	24.38046915047151	10.261059747267584	24.814647172168492	7.049040046167942
82	KBS0725	2	18.4931963167587	0.7614541610456109	1.3070041034209399	167.92601582475	48	21.74984434009368	28.934853157303692	14.928156004102279	31.68882537724745	11.428040436062528
83	KBS0725	3	14.0594773951975	0.723898988018977	1.44310157520879	173.854103369557	47	17.2550826231169	24.28833346534153	11.538382558093273	25.804125910329695	8.47391618384204
84	KBS0725	4	12.787801663052	0.7098037988756609	1.5229315758326498	182.59928516646198	48	15.976882019395669	22.996355399160873	10.632845090807526	24.006816320720276	7.630349499213931
85	KBS0727	1	1.09000979964027	0.37096502956049704	1.1593231091073	115.673672542194	35	4.523157637140046	16.165299885030603	1.3842750411316218	14.779544817692782	0.40583366789717185
86	KBS0727	2	6.42929131706983	0.549059774995095	1.534406739466	164.853040590854	43	10.974382144498202	21.61338254973162	6.0915568489029726	19.77114659533555	3.2980653836731473
87	KBS0727	3	15.2803632440957	0.700132202227439	1.5530861783351102	206.794868860032	54	19.338760848477204	28.275352783234585	13.093746987028366	28.56231081332904	9.05283108726826
88	KBS0727	4	11.740827258569901	0.651917900831077	1.4754860245103703	157.863991030497	42	15.988951195084555	25.409168041202477	9.887564652357383	25.85536168988233	6.691680932637024
89	KBS0801	1	29.789103553102898	0.5705770445451839	0.7371632082304879	104.031480288361	44	48.014236024426026	89.95392946678498	27.602828280150806	83.51922627678985	15.67062348200017
90	KBS0801	2	25.276366998626198	0.556695269061455	0.714669096416174	101.305617272967	44	42.244663608522494	81.70727592537065	23.854548619874695	74.81221430072895	13.085401670089846
91	KBS0801	3	25.792639386059697	0.552683274659608	0.9134594144531178	122.90565962998699	44	43.58328071397146	85.09682996982106	24.477235162214157	77.60281523646611	13.289009418659537
92	KBS0801	4	63.81087389476539	0.693004534867913	1.0278008755366	130.391115222109	43	81.5588734865177	120.6594474399793	52.41181473780208	126.91508351059154	37.601667606034155
93	KBS0802	1	5.39610015149686	0.421948262366496	1.6279066552756398	257.630085480631	66	15.58062420582872	44.869089592950836	7.777612261553062	31.21213072593843	2.2638252589333554
94	KBS0802	2	4.533491504174379	0.403696629259194	1.7526206726999598	267.363918495918	66	14.691937969424089	45.448499147615436	6.9655724507610435	30.988557340153925	1.8286910588131167
95	KBS0802	3	6.674040444116059	0.43959634009491994	1.64865822790301	259.299993057265	66	17.450593191948112	47.1345073393081	9.095010077755587	33.48244808388537	2.899321201951462
96	KBS0802	4	6.0377456602530994	0.43293604745193	1.7704485390169498	264.718465470923	65	16.367503184298556	45.266546650049094	8.355746768880273	32.061187096497314	2.5894759208929568
97	KBS0812	1	371965.028964471	0.14380298946887	0.32638959940705503	46.10622106143661	67	1708795261.9922783	97101826059.5296	2105.3844129622335	1386911211762469.0	29080.977190682283
98	KBS0812	2	26548.174463192598	0.6033372455341159	0.324409883127733	45.286166351664804	67	39657.65964737785	69241.42591028991	26107.061791392054	60241.55384754249	14461.427711246657
99	KBS0812	3	24238.5156067062	0.5295773920942299	0.373588000643459	64.20578872192449	67	43838.56090038917	90589.3244152001	26727.760704018758	71903.49551162239	12132.129437376276
100	KBS0812	4	14042242752.4615	0.0982795570669198	0.413164896342344	77.62313374701291	67	7.702351476723646e+16	3.722041697771886e+19	4.302806623571784e-34	1.3787795609029403e+67	337152685.85265845
