	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY
1235.sp0759	243884.0	1241	0.0	0	2.0	2
1235.sp1390	124169.0	1150	10.0	2	12.0	3
1235.sp0370	1946529.0	2999	85.0	2	29.0	2
1235.sp1282	180097.0	1034	1.0	1	0.0	0
1235.sp1033	145548.0	512	22.0	2	0.0	0
1235.sp1038	140052.0	776	2.0	2	0.0	0
1235.sp1404	235757.0	1007	0.0	0	2.0	1
1235.sp0383	268336.0	661	57.0	4	0.0	0
1235.sp1410	261629.0	1328	1.0	1	0.0	0
1235.sp0739	325183.0	1149	1.0	1	0.0	0
1235.sp0714	396781.0	1291	0.0	0	1.0	1
1235.sp1288	249906.0	1092	1.0	1	0.0	0
1235.sp0734	237894.0	1181	5.0	1	0.0	0
1235.sp1310	219240.0	1171	0.0	0	1.0	1
1235.sp1298	273365.0	1250	2.0	1	5.0	1
1235.sp0344	204682.0	1129	2.0	1	0.0	0
1235.sp0753	250508.0	1453	3.0	2	0.0	0
1235.sp0743	108114.0	1072	4.0	3	0.0	0
1235.sp1307	274840.0	1524	24.0	2	2.0	1
1235.sp1157	211222.0	1269	10.0	2	0.0	0
1235.sp1932	213997.0	1355	7.0	3	0.0	0
1235.sp0702	277860.0	1294	1.0	1	0.0	0
1235.sp1164	323792.0	987	0.0	0	2.0	1
1235.sp1300	241559.0	1429	1.0	1	4.0	2
1235.sp1017	231196.0	1403	4.0	2	0.0	0
1235.sp0752	147296.0	1186	1.0	1	1.0	1
1235.sp0703	353577.0	1571	2.0	1	2.0	2
1235.sp1345	231250.0	957	1.0	1	0.0	0
1235.sp1315	276712.0	1368	4.0	2	0.0	0
1235.sp1647	271903.0	1251	3.0	1	2.0	2
1235.sp0727	287829.0	1702	5.0	1	0.0	0
1235.sp1151	244075.0	1085	4.0	1	0.0	0
1235.sp1016	172524.0	924	1.0	1	0.0	0
1235.sp0756	261645.0	1332	4.0	1	0.0	0
1235.sp1540	285022.0	1062	1.0	1	0.0	0
1235.sp0724	397069.0	1615	10.0	2	0.0	0
1235.sp1140	275401.0	1005	2.0	1	0.0	0
1235.sp1279	262346.0	1253	7.0	2	0.0	0
1235.sp1160	165311.0	1087	1.0	1	0.0	0
1235.sp0314	185302.0	1297	12.0	2	2.0	1
1235.sp0325	193993.0	964	3.0	1	0.0	0
1235.sp1142	217391.0	1093	3.0	2	0.0	0
1235.sp0705	358182.0	1454	2.0	1	1.0	1
1235.sp0329	137412.0	680	25.0	2	0.0	0
1235.sp0193	257307.0	1408	4.0	1	1.0	1
1235.sp1525	226801.0	1203	79.0	2	0.0	0
1235.sp1941	235003.0	990	6.0	2	0.0	0
1235.sp0715	341572.0	1239	1.0	1	0.0	0
1235.sp1098	222004.0	1133	3.0	2	0.0	0
1235.sp1585	193572.0	1225	9.0	2	3.0	1
1235.sp0350	231505.0	503	34.0	2	0.0	0
1235.sp1590	201117.0	1224	1.0	1	0.0	0
1235.sp1407	244924.0	1336	1.0	1	0.0	0
1235.sp1089	197173.0	634	943.0	5	0.0	0
1235.sp1529	330690.0	1273	8.0	2	0.0	0
1235.sp1532	297734.0	1487	16.0	2	0.0	0
1235.sp0757	237868.0	1017	0.0	0	1.0	1
1235.sp0382	219969.0	638	24.0	2	0.0	0
1235.sp1163	286408.0	1285	1.0	1	2.0	1
1235.sp1548	209652.0	1080	2.0	1	0.0	0
1235.sp1942	294989.0	1221	10.0	2	0.0	0
1235.sp0381	249331.0	912	3.0	2	0.0	0
1235.sp1535	413606.0	1309	3.0	1	0.0	0
1235.sp1642	257323.0	1546	0.0	0	1.0	1
1235.sp1271	171271.0	1139	22.0	2	0.0	0
1235.sp1277	152871.0	1026	2.0	1	1.0	1
1235.sp1294	255639.0	1150	0.0	0	2.0	1
1235.sp1261	243946.0	1117	2.0	2	0.0	0
1235.sp1541	289134.0	1202	1.0	1	0.0	0
1235.sp1554	285674.0	930	1.0	1	0.0	0
1235.sp1631	141296.0	1200	0.0	0	1.0	1
1235.sp1588	190635.0	1495	3.0	2	0.0	0
1235.sp1278	349433.0	1307	3.0	2	0.0	0
1235.sp1015	162617.0	1188	8.0	4	1.0	1
1235.sp1280	366043.0	1354	6.0	2	3.0	1
1235.sp1576	203017.0	1387	3.0	2	1.0	1
1235.sp1386	210160.0	1010	3.0	1	0.0	0
1235.sp1926	366116.0	1028	2.0	2	0.0	0
1235.sp1640	203152.0	1161	0.0	0	2.0	1
1235.sp1376	388499.0	1379	1.0	1	0.0	0
1235.sp1552	297180.0	1030	4.0	2	8.0	1
1235.sp1536	248298.0	994	2.0	1	0.0	0
1235.sp1565	309363.0	1270	7.0	1	0.0	0
1235.sp1547	200521.0	1158	2.0	1	0.0	0
1235.sp1555	262087.0	1184	6.0	1	0.0	0
1235.sp1006	245188.0	1127	1.0	1	1.0	1
1235.sp1275	347077.0	1301	4.0	2	0.0	0
1235.sp1029	222229.0	1148	2.0	2	0.0	0
1235.sp1936	243009.0	1217	11.0	1	0.0	0
1235.sp1645	181447.0	1109	17.0	3	0.0	0
1235.sp1599	220849.0	1169	3.0	2	0.0	0
1235.sp1021	137785.0	972	18.0	2	0.0	0
1235.sp1347	215762.0	1011	4.0	2	1.0	1
1235.sp1341	246468.0	1403	3.0	1	0.0	0
1235.sp1935	243851.0	1314	3.0	2	0.0	0
1235.sp0345	237440.0	1066	3.0	2	0.0	0
1235.sp1560	240375.0	1390	2.0	1	0.0	0
1235.sp1087	256806.0	1046	2.0	1	0.0	0
1235.sp0343	275270.0	879	2.0	1	0.0	0
1235.sp0352	348914.0	1275	1.0	1	2.0	1
1235.sp1308	299920.0	1158	0.0	0	1.0	1
1235.sp0758	269444.0	1244	1.0	1	1.0	1
1235.sp1299	196989.0	1126	9.0	2	8.0	1
1235.sp1158	355466.0	1344	3.0	1	0.0	0
1235.sp1927	309116.0	1386	10.0	2	0.0	0
1235.sp1281	345775.0	1227	2.0	1	0.0	0
1235.sp1403	228746.0	1378	7.0	2	0.0	0
1235.sp1314	234778.0	1416	3.0	2	4.0	2
1235.sp1013	211937.0	1082	1.0	1	0.0	0
1235.sp1612	265908.0	1035	1.0	1	0.0	0
1235.sp1000	157718.0	1066	5.0	2	0.0	0
1235.sp1342	155635.0	1380	2.0	1	1.0	1
1235.sp0340	326551.0	1223	2.0	1	0.0	0
1235.sp1100	133299.0	968	2.0	1	0.0	0
1235.sp1573	328297.0	1127	1.0	1	0.0	0
1235.sp0755	273532.0	1638	6.0	2	0.0	0
1235.sp1149	246093.0	1081	2.0	1	0.0	0
1235.sp1379	267589.0	749	6.0	2	0.0	0
1235.sp1028	129949.0	422	199.0	4	0.0	0
1235.sp1400	219200.0	1140	2.0	1	0.0	0
1235.sp1018	125635.0	568	14.0	2	0.0	0
1235.sp1620	279249.0	1154	1.0	1	0.0	0
1235.sp0747	294072.0	1291	8.0	2	0.0	0
1235.sp0349	263109.0	867	140.0	3	0.0	0
1235.sp1641	213765.0	1153	5.0	1	0.0	0
1235.sp0384	224476.0	672	4.0	2	0.0	0
1235.sp1399	199506.0	737	17.0	2	0.0	0
1235.sp1001	169078.0	727	4.0	1	0.0	0
1235.sp1145	243902.0	1058	4.0	2	2.0	1
1235.sp1287	207272.0	1162	4.0	1	0.0	0
1235.sp1568	201632.0	998	1.0	1	0.0	0
1235.sp1031	108316.0	597	1.0	1	0.0	0
1235.sp1036	130999.0	868	2.0	1	1.0	1
1235.sp1635	206437.0	1584	1.0	1	0.0	0
1235.sp1374	255212.0	979	2.0	1	0.0	0
1235.sp1020	193898.0	1044	1.0	1	0.0	0
1235.sp0740	294674.0	1250	7.0	2	0.0	0
1235.sp0371	238873.0	767	2.0	1	0.0	0
1235.sp1037	178452.0	575	106.0	3	0.0	0
1235.sp1011	96816.0	819	2.0	1	0.0	0
1235.sp1928	218197.0	1041	1.0	1	0.0	0
1235.sp1348	265593.0	1180	0.0	0	1.0	1
1235.sp1378	294647.0	1337	3.0	2	0.0	0
1235.sp1533	247590.0	1193	1.0	1	0.0	0
1235.sp1023	141535.0	839	3.0	1	0.0	0
1235.sp1929	281926.0	1101	1.0	1	0.0	0
1235.sp1582	248391.0	1131	30.0	3	0.0	0
1235.sp1409	201169.0	978	16.0	1	0.0	0
1235.sp1034	205513.0	778	5.0	1	0.0	0
1235.sp1026	205878.0	621	13.0	3	0.0	0
1235.sp1377	276938.0	833	1.0	1	0.0	0
1235.sp1272	281927.0	1112	1.0	1	0.0	0
1235.sp1286	234214.0	957	1.0	1	0.0	0
1235.sp0374	479.0	95	1.0	1	0.0	0
1235.sp1014	16802.0	338	1.0	1	0.0	0
1632.E6H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	197661.0	640	1.0	1	1.0	1
1632.E1C02.r.EMPbird.v4.NoIndex.L001	23678.0	2550	321.0	13	3.0	2
1632.E1H07.r.EMPbird.v4.NoIndex.L001	5490.0	205	42.0	2	0.0	0
1632.E1E09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	288721.0	721	1.0	1	1.0	1
1632.E2C04.r.EMPbird.v4.NoIndex.L001	20416.0	666	144.0	7	0.0	0
1632.E2H04.r.EMPbird.v4.NoIndex.L001	15121.0	2462	498.0	15	2.0	2
1632.E1G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	168618.0	2722	356.0	7	402.0	4
1632.E1A03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	17128.0	719	94.0	3	25.0	1
1632.E1A05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	83410.0	340	2.0	1	1.0	1
1632.E4G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	142982.0	427	3.0	2	0.0	0
1632.E1C11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	62149.0	953	324.0	6	1.0	1
1632.E2D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	37219.0	222	1.0	1	0.0	0
1632.E2H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	268758.0	1030	48.0	4	4.0	2
1632.E1C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	99037.0	1163	5.0	3	5.0	2
1632.E5D11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	120200.0	417	1.0	1	0.0	0
1632.E1G04.r.EMPbird.v4.NoIndex.L001	52057.0	1365	120.0	12	2.0	1
1632.E3B10.r.EMPbird.v4.NoIndex.L001	75710.0	379	1.0	1	2.0	2
1632.E1D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104808.0	881	91.0	5	13.0	1
1632.E2F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	129592.0	559	2.0	1	2.0	1
1632.E1A12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	78454.0	1304	893.0	7	403.0	4
1632.E4C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107925.0	390	1.0	1	0.0	0
1632.E1D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	139159.0	1075	0.0	0	44.0	1
1632.E1B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	62831.0	1447	283.0	6	221.0	4
1632.E2H07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	174415.0	661	2.0	2	0.0	0
1632.E2G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102665.0	475	2.0	1	0.0	0
1632.E5H08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141076.0	522	5.0	1	0.0	0
1632.E1F01.r.EMPbird.v4.NoIndex.L001	72421.0	1227	90.0	7	8.0	2
1632.E3B07.r.EMPbird.v4.NoIndex.L001	77533.0	445	1.0	1	0.0	0
1632.E1E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	107026.0	636	64.0	6	1.0	1
1632.E5A07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	110407.0	450	3.0	2	1.0	1
1632.E3C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	116407.0	410	4.0	1	0.0	0
1632.E1B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	131752.0	1325	702.0	7	0.0	0
1632.E1H02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	125668.0	627	189.0	6	0.0	0
1632.E6F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	130490.0	480	21.0	2	1.0	1
1632.E1E12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	159497.0	1542	2938.0	14	220.0	3
1632.E3C04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	109394.0	446	3255.0	11	1.0	1
1632.E1E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	47959.0	603	2.0	2	4.0	1
1632.E4F07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	118168.0	460	1.0	1	0.0	0
1632.E4A10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127277.0	492	2.0	1	15.0	1
1632.E5G07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141834.0	487	0.0	0	1.0	1
1632.E1A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	66893.0	605	93.0	3	14.0	4
1632.E5A09.r.EMPbird.v4.NoIndex.L001	88691.0	407	102.0	3	0.0	0
1632.E2F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	227272.0	510	2.0	2	0.0	0
1632.E4H12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	120023.0	469	29.0	2	0.0	0
1632.E4E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148177.0	496	2.0	2	0.0	0
1632.E6G01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	162506.0	431	9.0	3	1.0	1
1632.E5A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	178517.0	514	2.0	2	0.0	0
1632.E5E05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	128677.0	388	1.0	1	0.0	0
1632.E1C01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	67526.0	626	93.0	8	133.0	3
1632.E4F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	154929.0	488	2.0	1	0.0	0
1632.E5B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	118770.0	407	2.0	1	0.0	0
1632.E5H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106028.0	449	114.0	5	0.0	0
1632.E5E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	118722.0	455	1.0	1	0.0	0
1632.E4G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141793.0	483	1.0	1	0.0	0
1632.E5B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	101294.0	472	234.0	5	0.0	0
1632.E4E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102802.0	413	4.0	1	0.0	0
1632.E5G02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	117183.0	359	1.0	1	0.0	0
1632.E5F02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	113325.0	339	1.0	1	0.0	0
1632.E6E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127122.0	352	1.0	1	0.0	0
1632.E2E11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104270.0	594	1.0	1	1.0	1
1632.E5G12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	145401.0	523	8.0	3	0.0	0
1632.E5E06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	134629.0	479	1.0	1	0.0	0
1632.E6D06.r.EMPbird.v4.NoIndex.L001	81230.0	531	20.0	6	0.0	0
1632.E1D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	48985.0	539	354.0	4	129.0	1
1632.E4G10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	92291.0	391	206.0	5	1.0	1
1632.E4D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148809.0	525	414.0	7	2.0	1
1632.E1A04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	72464.0	385	12.0	2	0.0	0
1632.E2G03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	141729.0	866	157.0	6	24.0	1
1632.E3D04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	106022.0	648	43.0	6	0.0	0
1632.E5B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90106.0	392	11.0	2	0.0	0
1632.E2G08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	191500.0	1365	58.0	6	31.0	3
1632.E5H02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	93383.0	351	6.0	2	1.0	1
1632.E1C12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	80988.0	1074	1431.0	8	4.0	1
1632.E2A07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	85621.0	790	71.0	7	0.0	0
1632.E2E10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127639.0	516	9.0	3	5.0	2
1632.E2B01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	73724.0	524	22.0	4	6.0	1
1632.E2C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	102525.0	418	92.0	4	0.0	0
1632.E1H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	197348.0	549	2.0	2	0.0	0
1632.E3F05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127728.0	476	53.0	2	0.0	0
1632.E1D03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	116080.0	359	29.0	1	2.0	2
1632.E2F01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	58865.0	217	30.0	3	0.0	0
1632.E1B07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	100142.0	1013	85.0	4	88.0	4
1632.E5D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	85629.0	216	5.0	1	0.0	0
1632.E5C02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	100376.0	398	149.0	6	0.0	0
1632.E5C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	154777.0	515	4.0	3	0.0	0
1632.E4E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	87967.0	370	199.0	4	0.0	0
1632.E1C10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	63830.0	550	23.0	2	3.0	1
1632.E5B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	134118.0	604	1.0	1	0.0	0
1632.E2F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	118511.0	581	10.0	2	0.0	0
1632.E6C07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	76243.0	411	1.0	1	0.0	0
1632.E4C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	113303.0	323	10.0	1	0.0	0
1632.E4E05.r.EMPbird.v4.NoIndex.L001	69218.0	319	1.0	1	0.0	0
1632.E6A07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	113338.0	286	22.0	1	0.0	0
1632.E4F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	131990.0	478	5.0	2	0.0	0
1632.E3G10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	104119.0	436	30.0	2	50.0	1
1632.JB1.B11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	32563.0	391	3733.0	10	2.0	2
1632.E1F11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	63792.0	577	363.0	5	268.0	1
1632.E1B09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	100414.0	567	0.0	0	6.0	1
1632.E2F04.r.EMPbird.v4.NoIndex.L001	71183.0	1018	77.0	4	2.0	2
1632.E1D01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	46452.0	1239	88.0	7	32.0	2
1632.E1F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	115382.0	541	33.0	1	5.0	2
1632.E1F07.r.EMPbird.v4.NoIndex.L001	12055.0	459	149.0	1	28.0	1
1632.E4F12.r.EMPbird.v4.NoIndex.L001	67514.0	352	6.0	2	0.0	0
1632.E1F09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	180601.0	610	98.0	2	10.0	1
1632.E1F08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	150661.0	1321	1779.0	9	159.0	1
1632.E4G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	115053.0	494	3.0	2	0.0	0
1632.E3G11.r.EMPbird.v4.NoIndex.L001	82918.0	374	1.0	1	765.0	1
1632.E3B09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	120313.0	638	250.0	4	21.0	1
1632.E3D09.r.EMPbird.v4.NoIndex.L001	101334.0	435	2.0	2	1.0	1
1632.E3E09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	140690.0	451	9.0	2	2.0	2
1632.E1E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	198154.0	708	229.0	2	6.0	1
1632.E5F06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135341.0	532	51.0	3	0.0	0
1632.E1C06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	55831.0	203	269.0	3	0.0	0
1632.E1C05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	209951.0	650	305.0	3	3.0	1
1632.E1G09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	336727.0	1724	3.0	1	27.0	3
1632.E2G06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	83137.0	374	1.0	1	0.0	0
1632.E2B05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	114007.0	529	9.0	3	1.0	1
1632.E1B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	21452.0	552	77.0	5	1.0	1
1632.E4A08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	112317.0	610	0.0	0	14.0	1
1632.E4D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	114094.0	360	0.0	0	3.0	1
1632.E3D08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	139579.0	624	94.0	8	0.0	0
1632.E5H10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	123237.0	344	16.0	2	0.0	0
1632.E6H09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	259451.0	468	19.0	3	0.0	0
1632.E6B03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	148397.0	474	17.0	3	0.0	0
1632.E5G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	142840.0	547	292.0	7	1.0	1
1632.E5D05.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	117325.0	306	48.0	3	0.0	0
1632.E3B12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	111240.0	312	12.0	1	0.0	0
1632.E3D02.r.EMPbird.v4.NoIndex.L001	96330.0	526	14.0	3	0.0	0
1632.E3G04.r.EMPbird.v4.NoIndex.L001	76799.0	454	2.0	1	0.0	0
1632.E6B08.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	156651.0	538	4.0	1	1.0	1
1632.E6D01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	87134.0	358	4.0	1	0.0	0
1632.E1D10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	27995.0	267	232.0	3	0.0	0
1632.E2D07.r.EMPbird.v4.NoIndex.L001	55295.0	334	7.0	4	0.0	0
1632.E2D06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	119198.0	718	6.0	1	1.0	1
1632.E6A01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	105545.0	409	2.0	2	0.0	0
1632.E4A02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	143278.0	462	0.0	0	1.0	1
1632.E3A03.r.EMPbird.v4.NoIndex.L001	74886.0	504	35.0	6	0.0	0
1632.E6G03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	59828.0	233	39.0	2	0.0	0
1632.E5E04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	147106.0	551	9.0	3	2.0	1
1632.E1G10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	39502.0	416	181.0	3	0.0	0
1632.E6F03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	131779.0	554	42.0	8	0.0	0
1632.E2B06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	127605.0	426	38.0	2	0.0	0
1632.E5F04.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	129166.0	714	8.0	2	4.0	3
1632.E6E03.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	135239.0	413	15.0	3	0.0	0
1632.E1H10.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	31585.0	207	1.0	1	0.0	0
1632.E4D09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	128777.0	526	240.0	4	0.0	0
1632.E3E12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	90017.0	464	3.0	1	0.0	0
1632.E4A09.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	92995.0	481	110.0	4	0.0	0
1632.E3A12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	132379.0	578	7.0	2	4.0	1
1632.E1G11.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	120980.0	953	351.0	4	52.0	2
1632.E3D03.r.EMPbird.v4.NoIndex.L001	64979.0	517	15.0	3	0.0	0
1632.E2G07.r.EMPbird.v4.NoIndex.L001	63155.0	605	26.0	5	0.0	0
1632.E3D01.r.EMPbird.v4.NoIndex.L001	60759.0	445	38.0	5	0.0	0
1632.E3B02.r.EMPbird.v4.NoIndex.L001	93636.0	721	69.0	6	0.0	0
1632.E6H05.r.EMPbird.v4.NoIndex.L001	74992.0	544	1924.0	8	0.0	0
1632.E6H04.r.EMPbird.v4.NoIndex.L001	63790.0	416	38.0	7	1.0	1
1632.E2G12.r.EMPbird.v4.NoIndex.L001	84865.0	518	4.0	2	0.0	0
1632.E3H02.r.EMPbird.v4.NoIndex.L001	78889.0	364	9.0	4	0.0	0
