	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
1288.NSBE25Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	23516.0	384	8.0	1	0.0	0	17.23
1288.NSBE25Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	8069.0	223	1.0	1	0.0	0	17.23
1288.NSBE26June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	158498.0	854	12.0	1	0.0	0	19.09
1288.NSBE26June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	55950.0	625	2.0	1	0.0	0	19.09
1288.NSBE27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	18695.0	374	1.0	1	0.0	0	20.05
1288.NSBE27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	6407.0	235	1.0	1	0.0	0	20.05
1288.NSBE27July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	301363.0	1238	2.0	1	10.0	3	18.79
1288.NSBE27July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	104510.0	857	0.0	0	6.0	2	18.79
1288.NSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	90401.0	729	0.0	0	1.0	1	25.27
1288.NSBE31July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	18208.0	454	1.0	1	2.0	2	17.6
1288.NSBH01Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	18299.0	621	2.0	2	8.0	2	10.2
1288.NSBH01Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	6340.0	402	1.0	1	3.0	1	10.2
1288.NSBH05June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	78063.0	898	1.0	1	0.0	0	7.48
1288.NSBH07Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	27333.0	577	5.0	2	0.0	0	10.4
1288.NSBH08June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	7052.0	235	1.0	1	0.0	0	6.55
1288.NSBH12June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	34376.0	599	2.0	1	0.0	0	7.8
1288.NSBH13July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	11865.0	423	0.0	0	1.0	1	7.85
1288.NSBH15June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	108698.0	863	1.0	1	3.0	1	8.2
1288.NSBH15Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	30274.0	525	0.0	0	1.0	1	11.1
1288.NSBH15Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	10129.0	324	0.0	0	3.0	1	11.1
1288.NSBH17July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	18785.0	441	0.0	0	1.0	1	8.25
1288.NSBH21Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	10112.0	403	1.0	1	0.0	0	10.85
1288.NSBH22Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	52460.0	699	2.0	1	0.0	0	10.95
1288.NSBH22Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	18278.0	494	1.0	1	0.0	0	10.95
1288.NSBH25Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	16508.0	598	0.0	0	4.0	1	11.55
1288.NSBH26June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	158788.0	984	12.0	3	0.0	0	7.05
1288.NSBH26June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	57179.0	724	2.0	2	0.0	0	7.05
1288.NSBH27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	15829.0	411	0.0	0	2.0	2	11.45
1288.SSB02jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	61257.0	555	0.0	0	1.0	1	13.24
1288.SSB07jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	55935.0	671	0.0	0	4.0	2	18.0
1288.SSB08jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	69988.0	655	1.0	1	0.0	0	13.38
1288.SSB08jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	58549.0	640	3.0	1	2.0	1	5.04
1288.SSB13jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	49918.0	612	0.0	0	5.0	2	4.92
1288.SSB15jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	69969.0	577	9.0	1	0.0	0	14.12
1288.SSB15jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	51628.0	708	5.0	1	0.0	0	5.17
1288.SSB21jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	39994.0	564	5.0	1	0.0	0	4.98
1288.SSB21jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	47375.0	641	23.0	1	3.0	1	15.46
1288.SSB23jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	46705.0	564	2.0	1	0.0	0	5.41
1288.SSB27jul09E.R1.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	39821.0	612	4.0	1	3.0	1	16.81
1288.SSB27jul09E.R2.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	55644.0	725	1.0	1	0.0	0	16.81
1288.SSB27jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	39468.0	621	2.0	1	0.0	0	5.15
1288.SSB29jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	80869.0	1037	1.0	1	4.0	1	18.6
1288.SSB29jun09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	39109.0	706	0.0	0	2.0	1	6.88
1288.SSB29may09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	55021.0	752	3.0	1	0.0	0	13.94
1288.SSB29may09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	43449.0	635	0.0	0	1.0	1	4.74
1288.SSBE03July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	33559.0	538	0.0	0	1.0	1	21.37
1288.SSBE04Oct08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	20495.0	617	1.0	1	3.0	1	14.46
1288.SSBE05July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	6056.0	214	0.0	0	1.0	1	22.8
1288.SSBE05June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	24224.0	597	1.0	1	0.0	0	11.3
1288.SSBE07Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	33276.0	458	1.0	1	1.0	1	23.2
1288.SSBE07Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	11860.0	307	2.0	1	0.0	0	23.2
1288.SSBE07Nov07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	20248.0	653	1.0	1	0.0	0	5.71
1288.SSBE09Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	65241.0	790	0.0	0	1.0	1	25.0
1288.SSBE09Sept08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	17995.0	578	1.0	1	1.0	1	17.53
1288.SSBE13July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	36651.0	423	2.0	1	0.0	0	19.73
1288.SSBE14July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	19691.0	569	1.0	1	3.0	3	15.47
1288.SSBE16July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	10226.0	212	0.0	0	1.0	1	18.85
1288.SSBE17Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	154274.0	1012	4.0	1	8.0	3	12.78
1288.SSBE17Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	55053.0	762	0.0	0	11.0	4	12.78
1288.SSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	40535.0	793	0.0	0	2.0	1	20.33
1288.SSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	14543.0	537	0.0	0	1.0	1	20.33
1288.SSBE19June07.R1.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	13301.0	252	1.0	1	6.0	4	21.53
1288.SSBE19June07.R2.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	18191.0	305	0.0	0	2.0	2	21.53
1288.SSBE21Sept08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	22468.0	517	0.0	0	1.0	1	17.27
1288.SSBE23Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	12193.0	413	0.0	0	1.0	1	19.35
1288.SSBE23Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	4261.0	282	0.0	0	1.0	1	19.35
1288.SSBE24July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	163761.0	939	0.0	0	1.0	1	22.7
1288.SSBE24July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	59551.0	700	0.0	0	4.0	1	22.7
1288.SSBE24Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	30430.0	644	4.0	1	1.0	1	14.3
1288.SSBE24Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	10603.0	434	3.0	1	2.0	2	14.3
1288.SSBE27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	9993.0	362	0.0	0	2.0	1	19.95
1288.SSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	26225.0	565	0.0	0	1.0	1	24.0
1288.SSBE30Apr08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	35000.0	778	0.0	0	5.0	2	5.14
1288.SSBE30Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	21371.0	577	0.0	0	1.0	1	7.93
1288.SSBE31July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	5947.0	203	0.0	0	1.0	1	26.7
1288.SSBE31July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	20154.0	420	1.0	1	2.0	1	21.0
1288.SSBH03July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	8319.0	371	1.0	1	0.0	0	6.27
1288.SSBH04Oct08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	22082.0	611	0.0	0	2.0	1	9.1
1288.SSBH05July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	139753.0	1100	10.0	2	9.0	3	6.17
1288.SSBH05July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	48781.0	801	2.0	1	12.0	4	6.17
1288.SSBH06June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	9465.0	387	1.0	1	0.0	0	5.59
1288.SSBH07Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	6473.0	346	0.0	0	1.0	1	7.1
1288.SSBH07Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	2321.0	222	0.0	0	1.0	1	7.1
1288.SSBH07July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	24067.0	733	0.0	0	1.0	1	5.73
1288.SSBH07Nov07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	62662.0	808	4.0	1	1.0	1	5.0
1288.SSBH07Nov07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	22680.0	571	1.0	1	10.0	4	5.0
1288.SSBH09Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	10865.0	461	0.0	0	2.0	1	7.16
1288.SSBH10July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	16413.0	621	0.0	0	3.0	2	4.95
1288.SSBH10Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	69114.0	947	0.0	0	3.0	2	5.36
1288.SSBH10Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	24323.0	643	0.0	0	1.0	1	5.36
1288.SSBH11Aug08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	27466.0	647	2.0	1	0.0	0	4.76
1288.SSBH11July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	7098.0	350	0.0	0	1.0	1	6.53
1288.SSBH11July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	2505.0	239	0.0	0	1.0	1	6.53
1288.SSBH13July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	96922.0	921	0.0	0	2.0	1	6.56
1288.SSBH13July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	34029.0	667	0.0	0	6.0	1	6.56
1288.SSBH14July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	17786.0	742	0.0	0	4.0	3	4.68
1288.SSBH14June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	3431.0	263	2.0	2	0.0	0	5.56
1288.SSBH15Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	10105.0	454	0.0	0	1.0	1	5.38
1288.SSBH17June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	19470.0	648	0.0	0	3.0	3	4.57
1288.SSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	5697.0	243	0.0	0	1.0	1	5.33
1288.SSBH19June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	15140.0	515	1.0	1	0.0	0	5.61
1288.SSBH21July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	20937.0	706	0.0	0	1.0	1	5.74
1288.SSBH21Sept08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	267100.0	1552	0.0	0	6.0	4	8.04
1288.SSBH22June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	4573.0	264	0.0	0	2.0	1	0.6
1288.SSBH22Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	7237.0	393	0.0	0	1.0	1	5.5
1288.SSBH23Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	36676.0	660	0.0	0	1.0	1	5.83
1288.SSBH23Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	12745.0	451	0.0	0	1.0	1	5.83
1288.SSBH23June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	21422.0	716	0.0	0	2.0	1	5.09
1288.SSBH24July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	3420.0	136	0.0	0	1.0	1	6.73
1288.SSBH24Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	10659.0	465	0.0	0	2.0	2	5.1
1288.SSBH25June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	14798.0	459	0.0	0	1.0	1	0.97
1288.SSBH26June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	20843.0	727	0.0	0	2.0	2	5.14
1288.SSBH27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	80206.0	745	1.0	1	11.0	2	5.95
1288.SSBH27Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	28627.0	548	0.0	0	15.0	2	5.95
1288.SSBH27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	6108.0	294	0.0	0	1.0	1	6.01
1288.SSBH28July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	18455.0	603	0.0	0	2.0	2	6.27
1288.SSBH29July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	23138.0	424	1.0	1	0.0	0	6.87
1288.SSBH30Apr08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	206355.0	2205	9.0	1	16.0	3	4.09
1288.SSBH30June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	19911.0	499	0.0	0	2.0	1	5.4
1288.SSBH31Aug08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	18166.0	580	0.0	0	2.0	2	7.17
1288.SSBH31July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	25330.0	646	0.0	0	2.0	1	6.99
1288.SSBH31July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	9495.0	444	0.0	0	3.0	1	6.99
1288.TBE01Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	27685.0	466	2.0	1	1.0	1	20.0
1288.TBE01Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	9889.0	310	1.0	1	0.0	0	20.0
1288.TBE01June05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	624250.0	1491	12.0	1	10.0	5	5.27
1288.TBE01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12668.0	464	1.0	1	0.0	0	14.68
1288.TBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	27346.0	263	3.0	1	0.0	0	21.67
1288.TBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	10992.0	201	2.0	1	0.0	0	21.67
1288.TBE04July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	10314.0	222	24.0	1	0.0	0	19.16
1288.TBE04July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	3734.0	168	12.0	1	0.0	0	19.16
1288.TBE05Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	30124.0	510	1.0	1	1.0	1	21.26
1288.TBE05Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	43125.0	579	1.0	1	1.0	1	6.44
1288.TBE05Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	16809.0	408	0.0	0	1.0	1	6.44
1288.TBE05Sept05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	56720.0	547	2.0	1	8.0	2	8.08
1288.TBE06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	105823.0	810	0.0	0	12.0	2	5.74
1288.TBE06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	42450.0	576	0.0	0	6.0	1	5.74
1288.TBE07July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	65291.0	751	42.0	4	0.0	0	14.41
1288.TBE07Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	133775.0	843	1.0	1	5.0	1	5.33
1288.TBE08June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	49413.0	534	2.0	1	0.0	0	12.16
1288.TBE09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	27505.0	483	2.0	1	1.0	1	23.87
1288.TBE09Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	13589.0	325	1.0	1	0.0	0	4.93
1288.TBE09Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5412.0	209	1.0	1	1.0	1	4.93
1288.TBE09Sept08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	14356.0	457	0.0	0	4.0	2	15.77
1288.TBE10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	7711.0	251	0.0	0	1.0	1	24.37
1288.TBE10Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	33090.0	389	0.0	0	1.0	1	4.9
1288.TBE10Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	15411.0	433	0.0	0	1.0	1	11.5
1288.TBE10Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	5592.0	287	0.0	0	1.0	1	11.5
1288.TBE10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	35065.0	441	1.0	1	2.0	2	16.78
1288.TBE11Aug05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	58917.0	664	0.0	0	1.0	1	5.95
1288.TBE11Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12946.0	263	1.0	1	0.0	0	4.9
1288.TBE13July05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	54437.0	620	0.0	0	2.0	2	6.15
1288.TBE13July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	57067.0	651	14.0	1	1.0	1	17.86
1288.TBE13June08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	51409.0	623	0.0	0	19.0	2	19.03
1288.TBE13June08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	17681.0	377	0.0	0	4.0	1	19.03
1288.TBE15Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	64458.0	750	0.0	0	1.0	1	18.22
1288.TBE15Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	23887.0	488	0.0	0	1.0	1	18.22
1288.TBE15July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	102644.0	800	0.0	0	31.0	2	15.53
1288.TBE15July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	36695.0	570	0.0	0	9.0	2	15.53
1288.TBE15June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	61114.0	553	0.0	0	2.0	1	15.12
1288.TBE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	151648.0	812	0.0	0	3.0	3	22.57
1288.TBE16Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5042.0	169	1.0	1	0.0	0	4.14
1288.TBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	21439.0	432	0.0	0	5.0	1	9.63
1288.TBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	8688.0	303	0.0	0	1.0	1	9.63
1288.TBE17Oct05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	52507.0	748	2.0	1	1.0	1	7.3
1288.TBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	81819.0	778	1.0	1	28.0	2	12.48
1288.TBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	33441.0	596	0.0	0	8.0	1	12.48
